canonical_key,date,home_team,away_team,competition,round,sofascore_event_id,whoscored_match_id,match_confidence,match_method
None|rc sporting charleroi|kv mechelen,,RC Sporting Charleroi,KV Mechelen,Pro League,3,16361890,,0.0,unmatched
None|rsc anderlecht|kv kortrijk,,RSC Anderlecht,KV Kortrijk,Pro League,3,16707660,,0.0,unmatched
None|royal antwerp|krc genk,,Royal Antwerp FC,KRC Genk,Pro League,3,16361892,,0.0,unmatched
None|sv zulte waregem|sk beveren,,SV Zulte Waregem,SK Beveren,Pro League,3,16361889,,0.0,unmatched
None|sinttruidense vv|royale union saintgilloise,,Sint-Truidense VV,Royale Union Saint-Gilloise,Pro League,3,16358520,,0.0,unmatched
None|standard liège|raal la louvière,,Standard Liège,RAAL La Louvière,Pro League,3,16361888,,0.0,unmatched
None|cercle brugge|lommel sk,,Cercle Brugge,Lommel SK,Pro League,4,16361899,,0.0,unmatched
None|kaa gent|club brugge kv,,KAA Gent,Club Brugge KV,Pro League,4,16361901,,0.0,unmatched
None|krc genk|sk beveren,,KRC Genk,SK Beveren,Pro League,4,16361896,,0.0,unmatched
None|kv kortrijk|rc sporting charleroi,,KV Kortrijk,RC Sporting Charleroi,Pro League,4,16361898,,0.0,unmatched
None|kvc westerlo|sv zulte waregem,,KVC Westerlo,SV Zulte Waregem,Pro League,4,16361904,,0.0,unmatched
None|oudheverlee leuven|standard liège,,Oud-Heverlee Leuven,Standard Liège,Pro League,4,16361900,,0.0,unmatched
None|raal la louvière|kv mechelen,,RAAL La Louvière,KV Mechelen,Pro League,4,16361897,,0.0,unmatched
None|royal antwerp|sinttruidense vv,,Royal Antwerp FC,Sint-Truidense VV,Pro League,4,16361902,,0.0,unmatched
None|royale union saintgilloise|rsc anderlecht,,Royale Union Saint-Gilloise,RSC Anderlecht,Pro League,4,16361903,,0.0,unmatched
None|cercle brugge|kaa gent,,Cercle Brugge,KAA Gent,Pro League,5,16361910,,0.0,unmatched
None|kv kortrijk|sv zulte waregem,,KV Kortrijk,SV Zulte Waregem,Pro League,5,16361911,,0.0,unmatched
None|kv mechelen|kvc westerlo,,KV Mechelen,KVC Westerlo,Pro League,5,16361907,,0.0,unmatched
None|lommel sk|club brugge kv,,Lommel SK,Club Brugge KV,Pro League,5,16361905,,0.0,unmatched
None|rc sporting charleroi|royale union saintgilloise,,RC Sporting Charleroi,Royale Union Saint-Gilloise,Pro League,5,16361906,,0.0,unmatched
None|rsc anderlecht|krc genk,,RSC Anderlecht,KRC Genk,Pro League,5,16361912,,0.0,unmatched
None|sk beveren|oudheverlee leuven,,SK Beveren,Oud-Heverlee Leuven,Pro League,5,16361913,,0.0,unmatched
None|sinttruidense vv|raal la louvière,,Sint-Truidense VV,RAAL La Louvière,Pro League,5,16361909,,0.0,unmatched
None|standard liège|royal antwerp,,Standard Liège,Royal Antwerp FC,Pro League,5,16361908,,0.0,unmatched
None|club brugge kv|royal antwerp,,Club Brugge KV,Royal Antwerp FC,Pro League,6,16361919,,0.0,unmatched
None|krc genk|kaa gent,,KRC Genk,KAA Gent,Pro League,6,16361920,,0.0,unmatched
None|kv mechelen|rsc anderlecht,,KV Mechelen,RSC Anderlecht,Pro League,6,16361914,,0.0,unmatched
None|kvc westerlo|standard liège,,KVC Westerlo,Standard Liège,Pro League,6,16361916,,0.0,unmatched
None|oudheverlee leuven|cercle brugge,,Oud-Heverlee Leuven,Cercle Brugge,Pro League,6,16361918,,0.0,unmatched
None|raal la louvière|kv kortrijk,,RAAL La Louvière,KV Kortrijk,Pro League,6,16361922,,0.0,unmatched
None|royale union saintgilloise|lommel sk,,Royale Union Saint-Gilloise,Lommel SK,Pro League,6,16361917,,0.0,unmatched
None|sk beveren|sinttruidense vv,,SK Beveren,Sint-Truidense VV,Pro League,6,16361915,,0.0,unmatched
None|sv zulte waregem|rc sporting charleroi,,SV Zulte Waregem,RC Sporting Charleroi,Pro League,6,16361921,,0.0,unmatched
None|roma|fiorentina,,AS Roma,Fiorentina,Serie A,1,16283045,1980879,100.0,exact
None|atalanta|sassuolo,,Atalanta,Sassuolo,Serie A,1,16283041,1980883,100.0,exact
None|bologna|lazio,,Bologna,Lazio,Serie A,1,16283049,1980887,100.0,exact
None|frosinone|juventus,,Frosinone,Juventus,Serie A,1,16283048,1980891,100.0,exact
None|genoa|napoli,,Genoa,SSC Napoli,Serie A,1,16283040,1980882,100.0,exact
None|inter milan|monza,,Inter,Monza,Serie A,1,16283050,1980886,100.0,exact
None|parma calcio 1913|cagliari,,Parma,Cagliari,Serie A,1,16283043,1980890,100.0,exact
None|torino|milan,,Torino,AC Milan,Serie A,1,16283046,1980894,100.0,exact
None|udinese|como,,Udinese,Como,Serie A,1,16283044,1980897,100.0,exact
None|venezia|lecce,,Venezia,Lecce,Serie A,1,16283047,1980900,100.0,exact
None|milan|venezia,,AC Milan,Venezia,Serie A,2,16284980,1980881,100.0,exact
None|atalanta|bologna,,Atalanta,Bologna,Serie A,2,16284970,1980885,100.0,exact
None|cagliari|inter milan,,Cagliari,Inter,Serie A,2,16284972,1980889,100.0,exact
None|fiorentina|frosinone,,Fiorentina,Frosinone,Serie A,2,16284973,1980893,100.0,exact
None|juventus|parma calcio 1913,,Juventus,Parma,Serie A,2,16284975,1980896,100.0,exact
None|lazio|genoa,,Lazio,Genoa,Serie A,2,16284971,1980899,100.0,exact
None|lecce|roma,,Lecce,AS Roma,Serie A,2,16284976,1980902,100.0,exact
None|monza|udinese,,Monza,Udinese,Serie A,2,16284979,1980903,100.0,exact
None|napoli|como,,SSC Napoli,Como,Serie A,2,16284977,1980880,100.0,exact
None|sassuolo|torino,,Sassuolo,Torino,Serie A,2,16284974,1980884,100.0,exact
None|roma|atalanta,,AS Roma,Atalanta,Serie A,3,16285005,1980888,100.0,exact
None|bologna|sassuolo,,Bologna,Sassuolo,Serie A,3,16284978,1980892,100.0,exact
None|cagliari|lecce,,Cagliari,Lecce,Serie A,3,16284997,1980895,100.0,exact
None|fiorentina|torino,,Fiorentina,Torino,Serie A,3,16284999,1980898,100.0,exact
None|frosinone|venezia,,Frosinone,Venezia,Serie A,3,16285000,1980901,100.0,exact
None|genoa|como,,Genoa,Como,Serie A,3,16285001,1980905,100.0,exact
None|inter milan|napoli,,Inter,SSC Napoli,Serie A,3,16285003,1980909,100.0,exact
None|juventus|milan,,Juventus,AC Milan,Serie A,3,16285004,1980918,100.0,exact
None|parma calcio 1913|monza,,Parma,Monza,Serie A,3,16285008,1980921,100.0,exact
None|udinese|lazio,,Udinese,Lazio,Serie A,3,16285006,1980924,100.0,exact
None|atalanta|cagliari,,Atalanta,Cagliari,Serie A,4,16285010,1980927,100.0,exact
None|como|parma calcio 1913,,Como,Parma,Serie A,4,16285011,1980930,100.0,exact
None|genoa|frosinone,,Genoa,Frosinone,Serie A,4,16285007,1980933,100.0,exact
None|inter milan|udinese,,Inter,Udinese,Serie A,4,16285009,1980936,100.0,exact
None|lazio|milan,,Lazio,AC Milan,Serie A,4,16285012,1980938,100.0,exact
None|lecce|monza,,Lecce,Monza,Serie A,4,16285014,1980942,100.0,exact
None|napoli|bologna,,SSC Napoli,Bologna,Serie A,4,16285015,1980946,100.0,exact
None|sassuolo|juventus,,Sassuolo,Juventus,Serie A,4,16285013,1980949,100.0,exact
None|torino|roma,,Torino,AS Roma,Serie A,4,16285016,1980952,100.0,exact
None|venezia|fiorentina,,Venezia,Fiorentina,Serie A,4,16285024,1980955,100.0,exact
None|az alkmaar|ado den haag,,AZ Alkmaar,ADO Den Haag,VriendenLoterij Eredivisie,1,16316784,,0.0,unmatched
None|groningen|utrecht,,FC Groningen,FC Utrecht,VriendenLoterij Eredivisie,1,16316779,,0.0,unmatched
None|go ahead eagles|willem ii tilburg,,Go Ahead Eagles,Willem II Tilburg,VriendenLoterij Eredivisie,1,16316772,,0.0,unmatched
None|nec nijmegen|telstar,,NEC Nijmegen,SC Telstar,VriendenLoterij Eredivisie,1,16316776,,0.0,unmatched
None|pec zwolle|ajax,,PEC Zwolle,AFC Ajax,VriendenLoterij Eredivisie,1,16316782,,0.0,unmatched
None|psv eindhoven|fortuna sittard,,PSV Eindhoven,Fortuna Sittard,VriendenLoterij Eredivisie,1,16316792,,0.0,unmatched
None|cambuur|excelsior,,SC Cambuur,Excelsior,VriendenLoterij Eredivisie,1,16316793,,0.0,unmatched
None|heerenveen|twente,,SC Heerenveen,FC Twente,VriendenLoterij Eredivisie,1,16316767,,0.0,unmatched
None|sparta rotterdam|feyenoord,,Sparta Rotterdam,Feyenoord,VriendenLoterij Eredivisie,1,16316764,,0.0,unmatched
None|ado den haag|groningen,,ADO Den Haag,FC Groningen,VriendenLoterij Eredivisie,2,16316788,,0.0,unmatched
None|ajax|heerenveen,,AFC Ajax,SC Heerenveen,VriendenLoterij Eredivisie,2,16316781,,0.0,unmatched
None|excelsior|psv eindhoven,,Excelsior,PSV Eindhoven,VriendenLoterij Eredivisie,2,16316790,,0.0,unmatched
None|twente|pec zwolle,,FC Twente,PEC Zwolle,VriendenLoterij Eredivisie,2,16316786,,0.0,unmatched
None|utrecht|az alkmaar,,FC Utrecht,AZ Alkmaar,VriendenLoterij Eredivisie,2,16316791,,0.0,unmatched
None|feyenoord|go ahead eagles,,Feyenoord,Go Ahead Eagles,VriendenLoterij Eredivisie,2,16316768,,0.0,unmatched
None|fortuna sittard|cambuur,,Fortuna Sittard,SC Cambuur,VriendenLoterij Eredivisie,2,16316778,,0.0,unmatched
None|telstar|sparta rotterdam,,SC Telstar,Sparta Rotterdam,VriendenLoterij Eredivisie,2,16316787,,0.0,unmatched
None|willem ii tilburg|nec nijmegen,,Willem II Tilburg,NEC Nijmegen,VriendenLoterij Eredivisie,2,16316769,,0.0,unmatched
None|twente|telstar,,FC Twente,SC Telstar,VriendenLoterij Eredivisie,3,16316770,,0.0,unmatched
None|fortuna sittard|az alkmaar,,Fortuna Sittard,AZ Alkmaar,VriendenLoterij Eredivisie,3,16316763,,0.0,unmatched
None|go ahead eagles|ado den haag,,Go Ahead Eagles,ADO Den Haag,VriendenLoterij Eredivisie,3,16316780,,0.0,unmatched
None|nec nijmegen|excelsior,,NEC Nijmegen,Excelsior,VriendenLoterij Eredivisie,3,16929939,,0.0,unmatched
None|psv eindhoven|groningen,,PSV Eindhoven,FC Groningen,VriendenLoterij Eredivisie,3,16316774,,0.0,unmatched
None|cambuur|feyenoord,,SC Cambuur,Feyenoord,VriendenLoterij Eredivisie,3,16316773,,0.0,unmatched
None|heerenveen|pec zwolle,,SC Heerenveen,PEC Zwolle,VriendenLoterij Eredivisie,3,16316766,,0.0,unmatched
None|sparta rotterdam|utrecht,,Sparta Rotterdam,FC Utrecht,VriendenLoterij Eredivisie,3,16316789,,0.0,unmatched
None|az alkmaar|go ahead eagles,,AZ Alkmaar,Go Ahead Eagles,VriendenLoterij Eredivisie,4,16316783,,0.0,unmatched
None|excelsior|sparta rotterdam,,Excelsior,Sparta Rotterdam,VriendenLoterij Eredivisie,4,16316765,,0.0,unmatched
None|groningen|fortuna sittard,,FC Groningen,Fortuna Sittard,VriendenLoterij Eredivisie,4,16316771,,0.0,unmatched
None|utrecht|psv eindhoven,,FC Utrecht,PSV Eindhoven,VriendenLoterij Eredivisie,4,16316795,,0.0,unmatched
None|feyenoord|ado den haag,,Feyenoord,ADO Den Haag,VriendenLoterij Eredivisie,4,16316797,,0.0,unmatched
None|pec zwolle|nec nijmegen,,PEC Zwolle,NEC Nijmegen,VriendenLoterij Eredivisie,4,16316794,,0.0,unmatched
None|cambuur|twente,,SC Cambuur,FC Twente,VriendenLoterij Eredivisie,4,16316800,,0.0,unmatched
None|telstar|ajax,,SC Telstar,AFC Ajax,VriendenLoterij Eredivisie,4,16316798,,0.0,unmatched
None|willem ii tilburg|heerenveen,,Willem II Tilburg,SC Heerenveen,VriendenLoterij Eredivisie,4,16316796,,0.0,unmatched
None|ado den haag|fortuna sittard,,ADO Den Haag,Fortuna Sittard,VriendenLoterij Eredivisie,5,16316808,,0.0,unmatched
None|ajax|psv eindhoven,,AFC Ajax,PSV Eindhoven,VriendenLoterij Eredivisie,5,16316804,,0.0,unmatched
None|groningen|twente,,FC Groningen,FC Twente,VriendenLoterij Eredivisie,5,16316805,,0.0,unmatched
None|utrecht|go ahead eagles,,FC Utrecht,Go Ahead Eagles,VriendenLoterij Eredivisie,5,16316799,,0.0,unmatched
None|nec nijmegen|feyenoord,,NEC Nijmegen,Feyenoord,VriendenLoterij Eredivisie,5,16316803,,0.0,unmatched
None|heerenveen|az alkmaar,,SC Heerenveen,AZ Alkmaar,VriendenLoterij Eredivisie,5,16316807,,0.0,unmatched
None|telstar|cambuur,,SC Telstar,SC Cambuur,VriendenLoterij Eredivisie,5,16316809,,0.0,unmatched
None|sparta rotterdam|pec zwolle,,Sparta Rotterdam,PEC Zwolle,VriendenLoterij Eredivisie,5,16316806,,0.0,unmatched
None|willem ii tilburg|excelsior,,Willem II Tilburg,Excelsior,VriendenLoterij Eredivisie,5,16316801,,0.0,unmatched
None|az alkmaar|willem ii tilburg,,AZ Alkmaar,Willem II Tilburg,VriendenLoterij Eredivisie,6,16316810,,0.0,unmatched
None|excelsior|utrecht,,Excelsior,FC Utrecht,VriendenLoterij Eredivisie,6,16316817,,0.0,unmatched
None|twente|ado den haag,,FC Twente,ADO Den Haag,VriendenLoterij Eredivisie,6,16316812,,0.0,unmatched
None|fortuna sittard|ajax,,Fortuna Sittard,AFC Ajax,VriendenLoterij Eredivisie,6,16316813,,0.0,unmatched
None|go ahead eagles|groningen,,Go Ahead Eagles,FC Groningen,VriendenLoterij Eredivisie,6,16316811,,0.0,unmatched
None|pec zwolle|feyenoord,,PEC Zwolle,Feyenoord,VriendenLoterij Eredivisie,6,16316818,,0.0,unmatched
None|psv eindhoven|sparta rotterdam,,PSV Eindhoven,Sparta Rotterdam,VriendenLoterij Eredivisie,6,16316814,,0.0,unmatched
None|cambuur|nec nijmegen,,SC Cambuur,NEC Nijmegen,VriendenLoterij Eredivisie,6,16316815,,0.0,unmatched
None|heerenveen|telstar,,SC Heerenveen,SC Telstar,VriendenLoterij Eredivisie,6,16316816,,0.0,unmatched
